"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,83,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,90,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,83,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,78,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,77,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,74,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,88,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,88,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,73,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,83,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,80,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,84,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,70,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,82,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,89,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,83,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","HGH","High","PC","Percentage","0","units",,,85,"E","Estimated value"
"AUS","Australia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,59,"E","Estimated value"
"AUT","Austria","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,50,"E","Estimated value"
"BEL","Belgium","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,38,"E","Estimated value"
"CAN","Canada","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,47,"E","Estimated value"
"CZE","Czech Republic","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,22,"E","Estimated value"
"DNK","Denmark","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,57,"E","Estimated value"
"FIN","Finland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,41,"E","Estimated value"
"FRA","France","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,45,"E","Estimated value"
"DEU","Germany","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,46,"E","Estimated value"
"GRC","Greece","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,41,"E","Estimated value"
"HUN","Hungary","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,26,"E","Estimated value"
"ISL","Iceland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,70,"E","Estimated value"
"IRL","Ireland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,35,"E","Estimated value"
"ITA","Italy","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,44,"E","Estimated value"
"JPN","Japan","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,69,"E","Estimated value"
"KOR","Korea","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,45,"E","Estimated value"
"LUX","Luxembourg","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,45,"E","Estimated value"
"MEX","Mexico","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,59,"E","Estimated value"
"NLD","Netherlands","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,60,"E","Estimated value"
"NZL","New Zealand","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,57,"E","Estimated value"
"NOR","Norway","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,62,"E","Estimated value"
"POL","Poland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,24,"E","Estimated value"
"PRT","Portugal","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,57,"E","Estimated value"
"SVK","Slovak Republic","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,15,"E","Estimated value"
"ESP","Spain","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,49,"E","Estimated value"
"SWE","Sweden","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,49,"E","Estimated value"
"CHE","Switzerland","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,45,"E","Estimated value"
"TUR","Turkey","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,46,"E","Estimated value"
"GBR","United Kingdom","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,55,"E","Estimated value"
"USA","United States","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,34,"E","Estimated value"
"BRA","Brazil","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,60,"E","Estimated value"
"CHL","Chile","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,58,"E","Estimated value"
"EST","Estonia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,32,"E","Estimated value"
"ISR","Israel","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,33,"E","Estimated value"
"RUS","Russia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,28,"E","Estimated value"
"SVN","Slovenia","JE_EMPL","Employment rate","L","Value","LW","Low","PC","Percentage","0","units",,,35,"E","Estimated value"
"AUS","Australia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.4,,
"AUT","Austria","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,3.4,,
"BEL","Belgium","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.5,,
"CAN","Canada","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.6,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.2,,
"DNK","Denmark","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5.8,,
"FIN","Finland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.4,,
"FRA","France","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.5,,
"DEU","Germany","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,3.2,,
"GRC","Greece","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,12,,
"HUN","Hungary","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.7,,
"ISL","Iceland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.3,,
"IRL","Ireland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.4,,
"ITA","Italy","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5.5,,
"JPN","Japan","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,2.9,,
"KOR","Korea","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,3,"E","Estimated value"
"LUX","Luxembourg","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4,,
"MEX","Mexico","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.7,,
"NLD","Netherlands","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,3.6,,
"NZL","New Zealand","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5.8,,
"NOR","Norway","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,2.9,,
"POL","Poland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,7.3,,
"PRT","Portugal","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,9.1,,
"SVK","Slovak Republic","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5.8,,
"ESP","Spain","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,17.7,,
"SWE","Sweden","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.5,,
"CHE","Switzerland","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,2.8,,
"TUR","Turkey","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,7.8,,
"GBR","United Kingdom","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5.6,,
"USA","United States","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.3,,
"BRA","Brazil","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.8,"E","Estimated value"
"CHL","Chile","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4.7,"E","Estimated value"
"EST","Estonia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5.3,,
"ISR","Israel","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,6.5,,
"RUS","Russia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,4,,
"SVN","Slovenia","JE_JT","Job security","L","Value","TOT","Total","PC","Percentage","0","units",,,5,,
"AUS","Australia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.3,,
"AUT","Austria","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.4,,
"BEL","Belgium","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.5,,
"CAN","Canada","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,7,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.6,,
"DNK","Denmark","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,5.8,,
"FIN","Finland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.5,,
"FRA","France","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.3,,
"DEU","Germany","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.2,,
"GRC","Greece","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,10.8,,
"HUN","Hungary","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.8,,
"ISL","Iceland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.6,,
"IRL","Ireland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.7,,
"ITA","Italy","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,5.2,,
"JPN","Japan","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,2.6,,
"KOR","Korea","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.1,"E","Estimated value"
"LUX","Luxembourg","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.5,,
"MEX","Mexico","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.6,,
"NLD","Netherlands","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.6,,
"NZL","New Zealand","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,5.3,,
"NOR","Norway","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.3,,
"POL","Poland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.9,,
"PRT","Portugal","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,9,,
"SVK","Slovak Republic","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,5.4,,
"ESP","Spain","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,17.5,,
"SWE","Sweden","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.6,,
"CHE","Switzerland","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,2.7,,
"TUR","Turkey","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,7.5,,
"GBR","United Kingdom","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,5.6,,
"USA","United States","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.4,,
"BRA","Brazil","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,3.8,"E","Estimated value"
"CHL","Chile","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.1,"E","Estimated value"
"EST","Estonia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,5.7,,
"ISR","Israel","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,6.4,,
"RUS","Russia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.4,,
"SVN","Slovenia","JE_JT","Job security","L","Value","MN","Men","PC","Percentage","0","units",,,4.6,,
"AUS","Australia","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.6,,
"AUT","Austria","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,3.5,,
"BEL","Belgium","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.6,,
"CAN","Canada","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.1,,
"CZE","Czech Republic","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.9,,
"DNK","Denmark","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,5.9,,
"FIN","Finland","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.2,,
"FRA","France","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.7,,
"DEU","Germany","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,3.1,,
"GRC","Greece","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,13.7,,
"HUN","Hungary","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.6,,
"ISL","Iceland","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,3.9,,
"IRL","Ireland","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.2,,
"ITA","Italy","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.1,,
"JPN","Japan","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,3.2,,
"KOR","Korea","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,2.9,"E","Estimated value"
"LUX","Luxembourg","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.6,,
"MEX","Mexico","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.8,,
"NLD","Netherlands","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,3.6,,
"NZL","New Zealand","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.3,,
"NOR","Norway","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,2.4,,
"POL","Poland","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,7.9,,
"PRT","Portugal","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,9.2,,
"SVK","Slovak Republic","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.3,,
"ESP","Spain","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,17.9,,
"SWE","Sweden","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.4,,
"CHE","Switzerland","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,2.9,,
"TUR","Turkey","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,8.6,,
"GBR","United Kingdom","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,5.6,,
"USA","United States","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.2,,
"BRA","Brazil","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.8,"E","Estimated value"
"CHL","Chile","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,5.3,"E","Estimated value"
"EST","Estonia","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,4.9,,
"ISR","Israel","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,6.7,,
"RUS","Russia","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,3.7,,
"SVN","Slovenia","JE_JT","Job security","L","Value","WMN","Women","PC","Percentage","0","units",,,5.4,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.06,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.07,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.37,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,0.9,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.03,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.11,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.65,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.98,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.52,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,14.37,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5.05,,
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.68,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,9.24,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5.67,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.67,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,0.01,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.56,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,0.09,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.78,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,0.91,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,0.28,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,3.51,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,7.62,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,8.89,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,11.13,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.4,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.48,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.29,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.75,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.36,,
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.17,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,2.01,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,5.46,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,0.91,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,1.69,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","TOT","Total","PC","Percentage","0","units",,,4.23,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.09,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.11,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.52,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,0.98,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.51,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.14,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.06,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,4,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.71,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,12.1,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.23,,
"ISL","Iceland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.75,,
"IRL","Ireland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,12.37,,
"ITA","Italy","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,5.08,,
"JPN","Japan","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.11,,
"KOR","Korea","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,0.01,,
"LUX","Luxembourg","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.3,,
"MEX","Mexico","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,0.08,,
"NLD","Netherlands","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.84,,
"NZL","New Zealand","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,0.92,,
"NOR","Norway","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,0.34,,
"POL","Poland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.2,,
"PRT","Portugal","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,7.66,,
"SVK","Slovak Republic","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,8.8,,
"ESP","Spain","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,10.76,,
"SWE","Sweden","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.58,,
"CHE","Switzerland","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.32,,
"TUR","Turkey","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.81,,
"GBR","United Kingdom","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,3.2,,
"USA","United States","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.44,,
"BRA","Brazil","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.18,"E","Estimated value"
"CHL","Chile","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,2.02,"E","Estimated value"
"EST","Estonia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,6.02,,
"ISR","Israel","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,0.9,,
"RUS","Russia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,1.76,,
"SVN","Slovenia","JE_LTUR","Long-term unemployment rate","L","Value","MN","Men","PC","Percentage","0","units",,,4.09,,
"AUS","Australia","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.024861,,
"AUT","Austria","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.021201,,
"BEL","Belgium","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.190288,,
"CAN","Canada","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,0.826211,,
"CZE","Czech Republic","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.691716,,
"DNK","Denmark","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.07828,,
"FIN","Finland","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,1.200141,,
"FRA","France","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,3.951675,,
"DEU","Germany","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,2.306091,,
"GRC","Greece","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,17.42861,,
"HUN","Hungary","JE_LTUR","Long-term unemployment rate","L","Value","WMN","Women","PC","Percentage","0","units",,,4.846185,,
